song_id,song_name,song_duration,song_popularity,artist_id,album_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness,album_release_date,album_popularity,Year,artist_genres,artist_popularity
7AzlLxHn24DxjgQX73F9fU,No Idea,154424,83,4Gso3d4CscCijv0lmajZWs,7z4GhRfLqfSkqrj5F3Yt2B,127.998,audio_features,-5.718,0,0.0893,0.165,0.35,0.652,0.631,0.524,0.000579,2020-03-13,77,2020,"pop rap, rap, trap",79
527k23H0A4Q0UJN3vGs0Da,After Party,167915,79,4Gso3d4CscCijv0lmajZWs,7z4GhRfLqfSkqrj5F3Yt2B,162.948,audio_features,-8.045,1,0.0376,0.603,0.453,0.629,0.692,0.00981,0.331,2020-03-13,77,2020,"pop rap, rap, trap",79
0Li1OuXXfi7950ilZUFGkF,Cardigan,158708,77,4Gso3d4CscCijv0lmajZWs,7z4GhRfLqfSkqrj5F3Yt2B,142.046,audio_features,-6.542,0,0.0401,0.138,0.0663,0.747,0.497,0.248,0.0,2020-03-13,77,2020,"pop rap, rap, trap",79
52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),238253,78,4Gso3d4CscCijv0lmajZWs,26z5llzd194mcCZHADWd6k,136.979,audio_features,-4.105,0,0.0639,0.105,0.435,0.843,0.669,0.0846,1.28e-05,2023-02-24,72,2023,"pop rap, rap, trap",79
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),173333,84,6bmlMHgSheBauioMgKv2tn,2p9gK2BcdrloHNJwarc9gc,144.026,audio_features,-8.765,0,0.135,0.696,0.348,0.726,0.431,0.731,0.0,2020-02-08,71,2020,"sad lo-fi, sad rap",67
6Tguhaf2uAe6OjRLsR2Tql,3 Headed Goat (feat. Lil Baby & Polo G),169531,76,3hcs9uc56yIGFCSy9leWe7,3D4bwVn4Wp8Za0Amkyd5I5,143.029,audio_features,-8.618,0,0.359,0.0989,0.419,0.846,0.48,0.269,0.0,2020-05-08,68,2020,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
1lw4FrPr3Y8R7Q1Mro2TMe,Still Trappin',172185,71,3hcs9uc56yIGFCSy9leWe7,33lOYXjswrDuzTqTNJYSWy,144.93,audio_features,-4.969,0,0.355,0.0987,0.624,0.877,0.679,0.0458,0.0,2020-12-24,63,2020,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
7qTaDOcld0VmBWXnkbUj45,Broadway Girls (feat. Morgan Wallen),185600,77,3hcs9uc56yIGFCSy9leWe7,1ImQBMrMvxZZqwTnFSRvhT,74.967,audio_features,-3.599,1,0.0347,0.296,0.54,0.659,0.745,0.0417,0.0,2022-03-10,65,2022,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
2i2qDe3dnTl6maUE31FO7c,Mad Max,153600,71,3hcs9uc56yIGFCSy9leWe7,4lXLULUDQvqV1yHtLW5fyL,149.988,audio_features,-8.796,0,0.255,0.0919,0.68,0.898,0.64,0.0212,0.0,2022-12-16,61,2022,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
7ohROa13QK43JBRqfCmz4P,What Happened To Virgil (feat. Gunna),181393,72,3hcs9uc56yIGFCSy9leWe7,0vRN2oePynCSTspdY9NDsM,140.037,audio_features,-9.086,0,0.204,0.134,0.194,0.795,0.526,0.067,2e-06,2022-03-11,67,2022,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),223878,82,3hcs9uc56yIGFCSy9leWe7,0lZQagJ5r0crB35zphSD4A,143.031,audio_features,-8.205,1,0.327,0.0954,0.693,0.829,0.436,0.15,0.0,2023-05-12,71,2023,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
1fXnu2HzxbDtoyvFPWG3Bw,Stand By Me (feat. Morgan Wallen),219173,78,3hcs9uc56yIGFCSy9leWe7,6ciIG1XKTlVIn0Yl8rvsce,134.07,audio_features,-7.726,1,0.0343,0.161,0.605,0.756,0.582,0.0592,0.0,2023-05-26,76,2023,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
6T7FXSuXykeGktMLGp8WgE,All My Life (feat. J. Cole),223878,77,3hcs9uc56yIGFCSy9leWe7,6ciIG1XKTlVIn0Yl8rvsce,142.974,audio_features,-5.881,1,0.225,0.135,0.733,0.787,0.57,0.0449,0.0,2023-05-26,76,2023,"chicago drill, chicago rap, drill, hip hop, rap, trap",80
5UBonaClAZVfzxJNn8nnhh,Brown Sleep Noise,248000,78,5Sw5q4pL5JDz22cOeoqxNS,2NEpp4wrvFoeL3isMKpyXr,59.509,audio_features,-30.397,1,0.147,0.112,0.06,0.0555,0.0837,0.116,1.0,2020-12-16,66,2020,"color noise, sleep, white noise",58
07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,162680,79,64H8UqGLbJFHwKtGxiV8OP,2kZyqn4Cmr78D74K9TcO4K,94.995,audio_features,-7.93,1,0.0299,0.0851,0.399,0.773,0.47,0.0153,0.000193,2020-03-13,67,2020,modern alternative pop,57
79EkGysjP2dL5GdpeQjRxT,This Side of Paradise,242010,81,48vmXfV0QPy3ljXBp81Fwn,2WADI6qysXnT8cpXKbH8nv,158.283,audio_features,-6.07,1,0.0276,0.135,0.321,0.306,0.664,0.432,7.5e-06,2020-12-11,69,2020,pov: indie,59
2mzM4Y0Rnx2BDZqRnhQ5Q6,Free Mind,247578,78,687cZJR45JO7jhk1LHIbgq,2sU8ByeYc5BOBFNDr58CGV,125.15,audio_features,-7.478,1,0.0787,0.157,0.416,0.562,0.463,0.442,0.000145,2020-09-25,72,2020,"afro r&b, alte, nigerian pop",72
2QdSb68BzZGMgCbsrFmSLc,Higher,196204,77,687cZJR45JO7jhk1LHIbgq,2sU8ByeYc5BOBFNDr58CGV,102.964,audio_features,-10.854,1,0.277,0.283,0.528,0.609,0.581,0.509,0.0,2020-09-25,72,2020,"afro r&b, alte, nigerian pop",72
4nFrcGM7MY1mpoQCC7Kefj,Me & U,192935,81,687cZJR45JO7jhk1LHIbgq,0D1Qm49Hq9cwYbRDeC1HGa,112.014,audio_features,-7.755,1,0.0408,0.0928,0.257,0.775,0.662,0.117,0.0648,2023-10-05,69,2023,"afro r&b, alte, nigerian pop",72
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,184447,86,67MNhiAICFY6Pwc2YxCO0K,4hYYpUC8Ewb74tP23Y1lmM,185.727,audio_features,-8.271,0,0.0467,0.116,0.0899,0.41,0.611,0.0228,0.0,2020-01-10,73,2020,alt z,72
23T0OX7QOiIUFShSzbJ5Uo,I Hope,210772,75,6Iz3eq2aQGFf7TbGT2iahL,4Iqfx63CZhFGGIHiAvLxXY,75.998,audio_features,-6.227,1,0.0429,0.114,0.377,0.466,0.536,0.0951,0.0,2020-06-19,68,2020,contemporary country,61
3hLuHKzG1cmlRpq53ZVWd8,The Good Ones,215140,73,6Iz3eq2aQGFf7TbGT2iahL,4Iqfx63CZhFGGIHiAvLxXY,89.957,audio_features,-5.023,1,0.0259,0.149,0.331,0.519,0.552,0.18,0.0,2020-06-19,68,2020,contemporary country,61
147gCksvDRmjG1pO51ZCcf,"Twinkle, Twinkle, Little Star",100562,79,5bdLiUDd0rIMAkT1y6zLaE,0eG8Pkyoc91BZ7s7bsBtNi,68.123,audio_features,-25.351,1,0.0622,0.12,0.52,0.443,0.0248,0.996,0.967,2020-01-31,67,2020,instrumental lullaby,57
4nyF5lmSziBAt7ESAUjpbx,"I miss you, I’m sorry",167538,80,4tuJ0bMpJh08umKkEXKUI5,2UZw04wDxLVceADw2Gi1Qy,109.885,audio_features,-6.405,1,0.0575,0.124,0.151,0.445,0.455,0.731,1.47e-06,2020-07-14,72,2020,alt z,70
5meVa5klVlJalupZTvv5XX,21,185172,74,4tuJ0bMpJh08umKkEXKUI5,2UZw04wDxLVceADw2Gi1Qy,125.056,audio_features,-6.338,1,0.0861,0.109,0.391,0.759,0.665,0.494,0.0,2020-07-14,72,2020,alt z,70
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,219048,84,2cPqdH7XMvwaBJEVjheH8g,5sEpXan86hEcM8eZSAoWhw,90.013,audio_features,-4.798,0,0.136,0.108,0.68,0.845,0.677,0.269,0.000917,2020-06-12,74,2020,"reggaeton, trap latino, urbano latino",75
4N7i6RfJXMWfkx9Zr6pzkJ,E-ER (feat. Lil Yachty),163384,74,1m7LSAMIB1BErIHYSOn32W,7CUmEkXzsnL13LU8XQnlbC,130.083,audio_features,-11.459,1,0.428,0.107,0.394,0.952,0.29,0.074,0.0,2020-12-04,68,2020,viral rap,60
2ODUTBkiOWoYSUjKpGJxQE,Blue Bills (feat. $NOT & Fenix Flexin),100266,73,1m7LSAMIB1BErIHYSOn32W,7CUmEkXzsnL13LU8XQnlbC,95.994,audio_features,-9.47,1,0.18,0.13,0.362,0.82,0.494,0.166,4.35e-06,2020-12-04,68,2020,viral rap,60
4rCuwgRRKaIiHlHDc8Bga6,We Might Even Be Falling In Love (Interlude),51913,77,63XBtGSEZINSyXylZxEUbv,6aW67R0sshdUwtbJEG2uQR,77.1,audio_features,-8.913,1,0.165,0.133,0.862,0.768,0.506,0.415,0.0376,2020-08-07,69,2020,alternative r&b,68
7DswEZZthZ6piQpL25qGAM,On My Mama,184258,77,63XBtGSEZINSyXylZxEUbv,6WlGOgNNtpwFt2gfRFfqgZ,77.415,audio_features,-7.716,0,0.0511,0.167,0.607,0.675,0.546,0.556,0.00441,2023-08-25,71,2023,alternative r&b,68
1yhft6ZqYadd4GOrKrmK3a,Dicked Down in Dallas,201350,73,15tTVhFpH8EFXeDgO9xkRO,4l5bLOtUFmUkD9RbsvJV9R,122.036,audio_features,-4.685,1,0.0456,0.101,0.438,0.51,0.929,0.0608,5.39e-06,2020-12-01,61,2020,modern country pop,53
0o9zmvc5f3EFApU52PPIyW,Shinunoga E-Wa,185573,83,6bDWAcdtVR3WHz2xtiIPUi,1OojCidx0eoPKch2M0Kz31,158.078,audio_features,-6.124,0,0.0452,0.189,0.519,0.6,0.76,0.166,4.09e-05,2020-05-20,72,2020,japanese teen pop,70
1C8ux1YWLMHCenYJFiIV4Z,PTSD,232064,74,5QdEbQJ3ylBnc3gsIASAT5,14YY4ksyKkVbBsZ5TJt0Zr,119.01,audio_features,-3.158,0,0.182,0.207,0.806,0.883,0.808,0.0313,0.0,2020-02-28,63,2020,"chicago drill, chicago rap, drill, trap",68
0eFMbKCRw8KByXyWBw8WO7,Still With You,239905,84,6HaGTQPmzraVmaVxvz6EUc,0i3baFZqWSrjjgTWrhKunB,87.864,audio_features,-6.967,0,0.0358,0.831,0.344,0.529,0.469,0.0899,1.53e-05,2020-06-05,71,2020,k-pop,86
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,206019,96,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,106.017,audio_features,-4.389,0,0.0955,0.339,0.816,0.711,0.809,0.0447,0.0,2023-11-03,94,2023,k-pop,86
2gkVEnpahpE3bQuvGuCpAV,Yes or No,147557,88,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,83.845,audio_features,-2.645,1,0.0866,0.0748,0.882,0.671,0.839,0.179,0.0,2023-11-03,94,2023,k-pop,86
5ONOlTiqymhzwcFjqcIT6E,Hate You,154236,88,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,79.595,audio_features,-9.321,1,0.0314,0.092,0.25,0.419,0.274,0.862,0.0,2023-11-03,94,2023,k-pop,86
0k0GtcnyQLMiXrdEDbLXmJ,Please Don't Change (feat. DJ Snake),146684,87,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,114.878,audio_features,-6.005,1,0.174,0.164,0.768,0.797,0.743,0.164,1.2e-06,2023-11-03,94,2023,k-pop,86
5KfJvZ0PZzRdwFRaTUDAA7,Somebody,168599,86,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,106.059,audio_features,-5.557,0,0.0477,0.136,0.256,0.65,0.679,0.286,0.0,2023-11-03,94,2023,k-pop,86
06Qo2fYR2KS1F7bL338iVT,Closer to You (feat. Major Lazer),170995,86,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,113.031,audio_features,-7.073,0,0.0457,0.103,0.493,0.781,0.655,0.114,0.00249,2023-11-03,94,2023,k-pop,86
7AbqgE05nFl9qY4FRUiq2p,Shot Glass of Tears,167246,86,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,77.955,audio_features,-7.188,0,0.035,0.0825,0.164,0.507,0.394,0.508,0.0,2023-11-03,94,2023,k-pop,86
3bNNvJA7hsGw0wSpGkfOBm,Too Sad to Dance,175911,86,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,100.518,audio_features,-6.292,1,0.0809,0.105,0.563,0.558,0.467,0.611,0.0,2023-11-03,94,2023,k-pop,86
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),183550,87,6HaGTQPmzraVmaVxvz6EUc,5pSk3c3wVwnb2arb6ohCPU,124.987,audio_features,-4.185,1,0.044,0.0797,0.872,0.79,0.831,0.312,0.0,2023-11-03,94,2023,k-pop,86
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),184400,95,6HaGTQPmzraVmaVxvz6EUc,53985D8g3JcGBoULSOYYKX,124.997,audio_features,-4.107,1,0.0434,0.0815,0.89,0.802,0.832,0.311,0.0,2023-07-14,86,2023,k-pop,86
5Avril3IZ26DPVFHbJX8o6,Seven (feat. Latto) (Clean Ver.),184160,88,6HaGTQPmzraVmaVxvz6EUc,53985D8g3JcGBoULSOYYKX,124.986,audio_features,-3.975,1,0.0457,0.0688,0.891,0.776,0.831,0.316,0.0,2023-07-14,86,2023,k-pop,86
6ehWdR7cGDXnT7aKEASJxE,3D (feat. Jack Harlow),201812,93,6HaGTQPmzraVmaVxvz6EUc,4DKnznk5VbGVvAOYBbQrZJ,108.044,audio_features,-3.287,1,0.103,0.0859,0.888,0.853,0.824,0.0322,0.0,2023-09-29,83,2023,k-pop,86
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),201812,88,6HaGTQPmzraVmaVxvz6EUc,0fJ0beklzFwoBv01U8792s,108.044,audio_features,-3.287,1,0.103,0.0859,0.888,0.853,0.824,0.0322,0.0,2023-10-02,80,2023,k-pop,86
4jB3Mw900goYibsFAueHph,Black Creek,212453,73,26C2AjqgMr5aDzj6Yp2ORz,2dUlzOFbYohtRpYHXklj0K,80.597,audio_features,-12.303,1,0.0331,0.119,0.441,0.537,0.365,0.563,0.0388,2020-02-07,61,2020,"modern southern rock, new americana, roots americana, southern americana",56
2WYs5LxOZfEyURXu7V0O1a,Stay With Me,141505,79,3ZHU5AKrUmIPnCFfr82QER,5TPtlK0RBgPloK3Robfiyp,126.677,audio_features,-7.649,1,0.335,0.374,0.335,0.684,0.844,0.302,0.0,2020-10-11,67,2020,aesthetic rap,68
6jdwbcH788txYS6Doy1F1j,Step Back!,150674,78,3ZHU5AKrUmIPnCFfr82QER,5bgXspdu04zFxX5gq8uXMl,127.996,audio_features,-5.995,1,0.2,0.0969,0.437,0.783,0.89,0.185,0.00417,2022-09-02,66,2022,aesthetic rap,68
1w327AHTCoChRIkJUprAnV,Mirage,57495,75,2efrqekWSHlvhATD50AG3m,1Ckbuzoh1dYKFnpNYmVEof,117.095,audio_features,-10.058,0,0.0743,0.108,0.47,0.683,0.468,0.87,0.673,2020-01-06,66,2020,"alternative r&b, bedroom pop",59
0cXV6AoJBnrnrXK0toJHpB,Gratitude,337560,72,1bdnGJxkbIIys5Jhk1T74v,0UJqeXmYE9Bs5jxXL0tCtW,155.628,audio_features,-10.002,1,0.0329,0.0999,0.164,0.237,0.224,0.635,0.0,2020-08-28,64,2020,"ccm, worship",67
2sUknbm8xdLQgH7wb8xcTX,Por Mi México,218250,77,6eXHRfK9Ad3IpMpSAqvcDf,7iSPRgLrTrRr7Ed5W2tws6,80.008,audio_features,-6.809,0,0.178,0.216,0.821,0.782,0.662,0.0345,0.0,2020-06-19,70,2020,mexican hip hop,75
1aHD6BlYi6rsJCetEWH9f4,Volando,218000,77,6eXHRfK9Ad3IpMpSAqvcDf,3h9sn7qACkviYYhvey79hp,117.968,audio_features,-7.487,0,0.0536,0.104,0.476,0.918,0.649,0.208,0.0,2020-11-16,65,2020,mexican hip hop,75
0T2SVUCPRmf2gUbGmgJXCT,Ahogándome en Alcohol,257846,78,6eXHRfK9Ad3IpMpSAqvcDf,2mzpFXzP8MMSCOp0YjpshS,108.013,audio_features,-7.283,1,0.0726,0.048,0.508,0.9,0.551,0.108,0.0,2022-09-30,66,2022,mexican hip hop,75
6sKHf7XZWBHQlShNLNm73F,Qué Bonita,230416,76,6eXHRfK9Ad3IpMpSAqvcDf,3YwzuRRgvGIUKxNbbB2xP8,143.958,audio_features,-6.216,0,0.0384,0.126,0.898,0.831,0.726,0.352,0.0,2022-09-02,63,2022,mexican hip hop,75
1cwqP7Tyxu5z8XDYoPkNte,Chandelier,127464,76,0oouuXi8tdasgUgk520Jy6,1VC4P7rm1o3aYlYVYFkpGF,87.082,audio_features,-9.121,0,0.0468,0.12,0.427,0.333,0.498,0.674,6.51e-06,2020-09-25,64,2020,weirdcore,55
0j8ppsOOawdPCJnSTcXgOy,GOSHA,120000,73,5IbEL2xjRtKsunfmsahLuO,4UNZOq7e8WjnfaYm2rkltE,79.975,audio_features,-10.14,1,0.416,0.325,0.488,0.847,0.448,0.81,1.35e-05,2020-03-06,67,2020,"aesthetic rap, cloud rap, florida rap, underground hip hop",67
3DA4SE262k6rdEtlHteNyq,Die From A Broken Heart,188320,71,34bhyY8jfKez7uKakMfy4y,1HixYJpe6AJWGDpEbb7ZuE,76.042,audio_features,-6.633,1,0.0358,0.291,0.443,0.596,0.522,0.373,0.0,2020-04-10,61,2020,"contemporary country, country, country road",59
0dGe86ljF6Xi19IxYc7aBn,2hrs,64722,76,4T8NIfZmVY6TJFqVzN6X49,0iORCx2m4WsvkXWEGH7LS6,111.226,audio_features,-8.365,1,0.0836,0.589,0.434,0.844,0.424,0.362,0.00108,2020-12-18,64,2020,"chicago rap, indie hip hop",66
0vwOWwl785S9EU1wtbeLLJ,BookBag 2.0 (feat. Polo G),171245,72,4wpwsRGyik5kVa8fG37Q50,0diTDrcRK1XY8owClcNSc0,135.106,audio_features,-6.436,1,0.497,0.0942,0.823,0.909,0.541,0.322,0.0,2020-09-16,60,2020,"chicago rap, philly drill",50
6A4hgJdwriera4WSUl4moW,Weight On Me,157619,74,1tG7s7S4sq2eFFW0QZyLbm,6lJqLqRmWGmsw8aLEoSlZ9,121.959,audio_features,-6.198,0,0.222,0.125,0.626,0.801,0.533,0.707,4.28e-05,2020-05-15,67,2020,"brooklyn drill, new york drill, nyc rap",66
3VayB5gLZGODx8b7RO1y5f,"No Suburban, Pt. 2",153561,70,1tG7s7S4sq2eFFW0QZyLbm,6lJqLqRmWGmsw8aLEoSlZ9,143.973,audio_features,-7.82,1,0.339,0.26,0.616,0.85,0.458,0.476,0.0,2020-05-15,67,2020,"brooklyn drill, new york drill, nyc rap",66
0Al3wN3keprGTSgG8NBwjr,I Hope You’re Happy Now,198688,72,4sIl4BTo9l9KqEi0Y3RE72,44gX26I9jSjyy1KXAgquPc,118.024,audio_features,-4.725,1,0.0366,0.142,0.306,0.591,0.815,0.168,8.68e-06,2020-02-14,60,2020,"contemporary country, country, country road",62
2dPwBKr5uJeCeyd5IoWi8W,We Don't Fight Anymore,220145,74,4sIl4BTo9l9KqEi0Y3RE72,1goHGZOsPNmzsJTxOIa62m,129.944,audio_features,-6.517,1,0.0302,0.184,0.419,0.619,0.564,0.673,0.0,2023-06-16,62,2023,"contemporary country, country, country road",62
2Rb6nYmuLEblpq4KIAjngL,Freak Show,125361,77,6CrThJMQVJfWaHeliiLHuw,13JoBPPaKWh2eusprVgAFu,138.09,audio_features,-5.954,0,0.179,0.416,0.683,0.665,0.825,0.00552,2.25e-05,2020-06-09,64,2020,scenecore,55
0Aqi7ArnBrGblW5T6p2jmD,Falling,159381,80,7uaIm6Pw7xplS8Dy06V6pT,0D7yJonn41qsrIQ7YdWk2z,127.085,audio_features,-8.756,0,0.0364,0.0887,0.236,0.785,0.431,0.123,0.0,2020-03-26,67,2020,melodic rap,62
0awZwmlC6pxH65KTZpadmX,Freakin' Out On the Interstate,251906,72,7vtSUU3zpHeYJfX6BPNrJd,0dXQf9UooGFoxLamqfkURl,143.861,audio_features,-5.015,1,0.0538,0.303,0.362,0.45,0.794,0.388,0.0,2020-07-10,59,2020,"nashville indie, pov: indie",58
5FG7Tl93LdH117jEKYl3Cm,Essence (feat. Tems),248040,76,3tVQdUvClmAT7URs9V3rsp,6HpMdN52TfJAwVbmkrFeBN,104.027,audio_features,-6.002,1,0.113,0.618,0.602,0.849,0.707,0.0266,8.58e-06,2020-10-29,69,2020,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",74
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,165977,77,2PaZWGu5T5nHjY2xxAkFsT,7q6zjWaLw8bN5nYiBWjrus,129.979,audio_features,-7.648,0,0.0514,0.157,0.28,0.716,0.537,0.233,0.0,2020-04-24,65,2020,viral rap,54
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,227186,78,7Lk9V7E1u5gqSHmtcKlOqH,239r63fqY8PyWX9WcgwNzP,123.978,audio_features,-10.936,0,0.0305,0.156,0.554,0.679,0.61,0.585,9.51e-05,2020-11-06,66,2020,"alt z, gen z singer-songwriter, modern indie pop",58
6XrTwqp0vMc2Z3m4ttoyRe,Michelle,214087,75,6rniTPs9zN26kYnkPdFl1U,0Vcu9I1RkUF1VYSVeYwLhR,115.94,audio_features,-5.238,1,0.0298,0.108,0.11,0.366,0.439,0.0781,1.92e-05,2020-10-23,70,2020,"indie pop, pov: indie",60
2RZWiishrE4Tygv9R7zuZe,Animal,160518,71,6rniTPs9zN26kYnkPdFl1U,0Vcu9I1RkUF1VYSVeYwLhR,82.825,audio_features,-6.072,1,0.0306,0.142,0.342,0.495,0.457,0.407,1.25e-06,2020-10-23,70,2020,"indie pop, pov: indie",60
7M6KOBCfPzWqbkiaXnm7bd,Too Close,170575,70,6rniTPs9zN26kYnkPdFl1U,0Vcu9I1RkUF1VYSVeYwLhR,165.987,audio_features,-5.728,1,0.0509,0.19,0.538,0.42,0.558,0.167,0.0,2020-10-23,70,2020,"indie pop, pov: indie",60
5hKzUzm3LjtWNnkrKbIw77,Shoot It Out,128182,69,0VSM8D7ibtXjJgukfVR0eZ,6nbvMuxCMFnQLubcSd15Cu,82.398,audio_features,-9.728,1,0.328,0.118,0.144,0.648,0.42,0.292,3.89e-06,2020-10-31,60,2020,"florida drill, florida rap",58
0e4A9Fak1nJ7RtBD8YpoEo,Onna Come Up,128014,74,0rpUnzu4JIoRkKkGvdcm7b,5GnCVEvwaFZPogirSgrrtv,150.043,audio_features,-13.207,1,0.285,0.0941,0.649,0.796,0.426,0.356,2.73e-05,2020-11-20,62,2020,chicago rap,53
1NPk0Y7AkLvirhSg4oI0bM,Labios Rojos,241423,72,5hkcGbdTv8nC62vVT7RJmZ,5M4aigT49Vo7KHyB29dQjF,177.447,audio_features,-3.357,0,0.0407,0.0676,0.902,0.492,0.729,0.697,0.0,2020-04-10,61,2020,"corrido, corridos tumbados, sad sierreno, sierreno",56
4blPH3Uy89WnOnYlIv7Ev4,Rät,194165,74,3u6lPufHw4Oww6D88rv6sB,49iT8dV8hZ5o7bqpOI5yfI,143.854,audio_features,-13.291,0,0.249,0.147,0.309,0.609,0.449,0.326,0.000115,2020-09-25,68,2020,"alt z, modern indie pop, pov: indie",60
18jbMG8etanCMt6C5wFRDa,Lotta True Crime,202319,69,3u6lPufHw4Oww6D88rv6sB,49iT8dV8hZ5o7bqpOI5yfI,159.089,audio_features,-14.462,1,0.21,0.106,0.403,0.504,0.407,0.325,0.0645,2020-09-25,68,2020,"alt z, modern indie pop, pov: indie",60
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,210463,76,7MPGCB854Qo4alYMOPkBka,6K7559pAYrNCJwsv1uIIK7,91.066,audio_features,-10.778,0,0.0538,0.11,0.151,0.399,0.491,0.0563,0.00089,2020-04-24,64,2020,bedroom pop,55
727Z2S2mtNH46CbP9EWPwY,If You Love Her,217351,77,7q7IUe2AqtifSZ2q52kHFc,5hgwPA78vCrhEDaTazNMyR,50.827,audio_features,-8.087,1,0.0347,0.114,0.278,0.286,0.445,0.355,0.0,2020-09-30,65,2020,singer-songwriter pop,59
0j1Ia2lQWrcXrQZI4AdJlk,IDK You Yet,184638,77,6sFHvCyqklnJpXC9Nh1aag,2MV7PrKdCcislKUAPMyEA2,76.997,audio_features,-11.729,1,0.04,0.124,0.198,0.648,0.308,0.886,0.0774,2020-06-23,65,2020,"alt z, singer-songwriter pop",58
3Pj6u2KTgepyyidp5xfbHp,Ashes,166355,76,5yw4tA8D5uG7tT3NaDvq10,41gMZm0ib3Je8hU0eFNUwS,130.019,audio_features,-7.864,0,0.0546,0.169,0.46,0.712,0.568,0.0947,0.0,2020-05-03,64,2020,social media pop,64
0zLCBJZSiELJf02ucPP9wb,Roses - Imanbek Remix,176867,68,0H39MdGGX6dbnnQPt6NQkZ,1OmWlObj9gAwNnTNgxBUmz,121.955,audio_features,-5.472,1,0.0474,0.359,0.863,0.769,0.719,0.0143,0.00777,2020-11-20,58,2020,"melodic rap, slap house",66
1lUTmmPMAsxZBR2iK9CKDF,Me Vs Me,183318,69,3tJoFztHeIJkJWMrx0td2f,7eJt0QB6bN6JiqoBTVO7KS,130.999,audio_features,-4.537,0,0.209,0.209,0.625,0.853,0.821,0.205,0.0,2020-05-15,60,2020,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",73
3sKz6Sd72K0ofPWcJPPk6H,Said Sum,155168,66,3tJoFztHeIJkJWMrx0td2f,4faPRidDvKRvHnWdvmvVHv,126.998,audio_features,-6.789,0,0.353,0.1,0.274,0.929,0.667,0.0185,0.0,2020-09-18,59,2020,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",73
6dNOefmb6Lgl5vNtJsSajt,Ocean Spray,164776,74,3tJoFztHeIJkJWMrx0td2f,12QMwxaBwtZWp7BKBwzaol,133.957,audio_features,-6.293,1,0.242,0.0941,0.544,0.896,0.581,0.0334,0.0,2023-06-02,73,2023,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",73
0H4BGX7L8UfoD0g4wgXd0D,Way Maker - Single Version,206440,73,6j1fmLreVuAay7k6Gudfa2,2qPWe6Pl4Xh6L58ooHfXDm,144.045,audio_features,-6.384,1,0.0296,0.104,0.222,0.468,0.655,0.0149,0.0,2020-02-14,61,2020,"ccm, christian alternative rock, christian music, worship",56
1BIXs6CdkPRLytuqoXs6XN,4K,201500,74,2oQX8QiMXOyuqbcZEFsZfm,4C4pswO5xUzT3S2pN94LNk,120.012,audio_features,-4.585,0,0.142,0.118,0.802,0.918,0.893,0.346,0.012,2020-03-12,62,2020,"dembow, rap dominicano, reggaeton, trap latino, urbano latino",75
4zTSSrtsaVVjT3RZKQ1Gqn,La Mamá de la Mamá,219000,74,2oQX8QiMXOyuqbcZEFsZfm,4GlriazgsYPXES2XYkb4gb,129.971,audio_features,-3.025,1,0.104,0.72,0.797,0.921,0.927,0.284,0.0033,2022-11-22,67,2022,"dembow, rap dominicano, reggaeton, trap latino, urbano latino",75
